product_id,product_name,category,cost_price,base_price,current_price,competitor_price,demand_level,inventory_level,season,quantity_sold,optimal_selling_price
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.36,20.37,3,22,1,43,22.25
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.12,40.91,2,211,4,47,40.21
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.71,35.47,2,92,4,44,37.29
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.46,32.76,2,131,1,39,31.1
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.06,54.4,2,51,3,36,54.75
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,107.22,94.57,3,103,4,66,111.79
2,Smart Fitness Watch,Electronics,30.0,69.99,67.46,69.29,2,78,2,48,69.71
3,Ergonomic Office Chair,Furniture,75.0,179.99,165.48,168.66,2,172,4,55,185.99
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.91,56.88,2,95,2,56,58.75
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.31,24.98,2,142,3,33,24.99
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.56,19.73,1,164,3,27,18.33
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.24,41.16,3,187,4,74,42.54
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,32.43,32.52,2,118,3,42,34.0
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.26,25.95,2,107,3,47,28.37
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,57.9,51.36,3,189,1,51,53.17
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,91.92,96.19,3,157,3,59,105.9
2,Smart Fitness Watch,Electronics,30.0,69.99,69.99,60.44,1,100,4,32,65.99
3,Ergonomic Office Chair,Furniture,75.0,179.99,167.35,201.22,1,171,3,35,178.98
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.58,57.05,3,151,4,84,67.67
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.99,27.36,2,187,1,45,24.38
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.18,21.34,2,21,4,45,22.85
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.11,41.86,3,163,2,64,43.12
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.89,36.25,3,52,2,54,37.32
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.68,26.48,1,95,4,34,28.37
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.01,61.93,3,203,1,54,58.93
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,100.36,101.82,3,137,4,68,116.97
2,Smart Fitness Watch,Electronics,30.0,69.99,67.78,66.93,3,199,3,57,69.84
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.91,166.3,2,72,3,42,174.51
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,62.27,59.79,2,158,3,30,59.91
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.93,25.54,2,244,4,57,25.12
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.21,18.73,2,197,1,26,18.32
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.76,39.3,2,137,2,47,39.71
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.02,37.05,1,172,2,32,33.3
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.01,30.27,2,28,1,30,31.61
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,50.6,59.46,1,155,2,37,53.16
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,108.69,111.34,2,66,3,31,104.53
2,Smart Fitness Watch,Electronics,30.0,69.99,75.7,61.37,2,151,1,39,66.54
3,Ergonomic Office Chair,Furniture,75.0,179.99,194.87,162.44,3,60,1,52,185.9
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,65.23,68.31,3,239,1,47,62.52
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.33,22.05,3,87,4,73,27.13
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.74,22.1,2,64,1,33,20.83
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,38.64,42.76,2,198,2,49,38.63
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.56,36.82,1,171,4,37,36.09
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.08,26.27,2,62,2,34,28.5
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,49.57,53.07,2,83,3,44,54.22
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,96.03,106.68,1,182,3,27,89.24
2,Smart Fitness Watch,Electronics,30.0,69.99,67.29,68.0,2,244,3,38,65.04
3,Ergonomic Office Chair,Furniture,75.0,179.99,186.84,187.48,3,109,2,59,193.54
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,62.96,61.89,2,155,4,49,64.4
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.28,27.25,3,210,2,55,26.52
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.09,20.16,2,249,1,32,18.85
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.48,40.56,2,161,2,53,40.22
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,34.58,36.88,2,140,1,45,35.75
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.38,29.5,1,48,4,30,29.64
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.37,58.67,2,224,1,35,53.07
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,104.91,102.34,1,103,1,23,96.47
2,Smart Fitness Watch,Electronics,30.0,69.99,76.79,69.4,2,61,2,38,69.75
3,Ergonomic Office Chair,Furniture,75.0,179.99,189.56,205.82,2,122,3,39,190.32
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,64.42,67.31,2,189,2,39,59.14
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.76,23.85,1,152,4,27,24.16
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.0,17.13,2,187,4,56,18.78
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,40.25,43.87,1,103,2,29,39.42
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,32.28,38.24,2,211,1,51,34.11
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.43,26.1,2,129,1,40,28.43
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.32,55.65,3,213,1,55,54.9
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,109.86,92.02,3,162,3,40,105.6
2,Smart Fitness Watch,Electronics,30.0,69.99,66.31,77.89,3,148,2,62,78.32
3,Ergonomic Office Chair,Furniture,75.0,179.99,171.9,183.05,2,203,2,43,170.34
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.94,68.49,3,186,4,67,68.8
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.08,24.36,1,111,2,32,23.6
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.19,21.23,3,249,1,51,20.76
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,43.73,40.68,1,77,3,25,38.53
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.42,30.71,2,63,1,40,33.28
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.6,31.55,2,238,1,42,28.78
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,57.46,55.96,2,237,3,42,52.06
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,96.05,112.26,1,63,1,27,100.34
2,Smart Fitness Watch,Electronics,30.0,69.99,72.73,74.27,2,76,3,29,71.7
3,Ergonomic Office Chair,Furniture,75.0,179.99,189.91,173.55,2,106,3,35,177.41
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.96,52.77,3,135,3,58,62.57
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.34,24.34,2,71,2,50,24.73
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.33,21.31,2,65,3,37,20.52
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.83,40.83,1,155,3,28,38.66
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.98,34.89,1,218,3,33,30.45
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.31,29.88,3,153,1,42,31.55
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,58.49,47.54,1,50,2,27,47.99
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,93.01,91.55,2,30,4,54,107.53
2,Smart Fitness Watch,Electronics,30.0,69.99,70.44,68.13,1,199,3,25,61.28
3,Ergonomic Office Chair,Furniture,75.0,179.99,172.31,180.11,2,125,2,47,180.04
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.78,54.45,2,223,3,42,54.31
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.83,24.22,2,118,4,42,26.16
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.89,21.09,3,182,1,52,20.25
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.02,40.62,1,17,2,38,39.96
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.81,40.0,3,244,1,59,36.91
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.4,31.72,2,84,1,39,30.68
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,52.57,55.7,2,60,3,37,55.27
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,90.3,91.21,1,225,4,43,90.61
2,Smart Fitness Watch,Electronics,30.0,69.99,70.92,77.33,2,153,3,35,72.93
3,Ergonomic Office Chair,Furniture,75.0,179.99,175.81,192.94,3,191,1,44,183.23
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.24,66.09,2,211,4,50,62.21
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,27.33,23.69,2,215,4,40,24.38
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.75,19.58,2,184,4,45,19.75
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.68,41.41,3,197,1,61,41.39
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.93,37.51,2,42,1,37,36.0
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.02,28.26,2,84,1,45,29.3
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.43,55.89,2,21,1,40,58.12
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,97.07,87.78,2,98,4,56,100.81
2,Smart Fitness Watch,Electronics,30.0,69.99,73.9,74.71,2,77,2,41,71.88
3,Ergonomic Office Chair,Furniture,75.0,179.99,186.66,162.14,2,83,4,49,183.22
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.3,56.39,3,107,3,58,64.24
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.09,24.96,2,132,1,36,24.98
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.57,22.04,2,235,3,39,19.56
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.51,39.16,3,181,2,60,40.44
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,34.84,31.61,2,96,3,43,33.64
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.4,31.19,3,215,2,56,31.2
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,53.51,62.12,1,154,2,34,54.79
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,100.99,113.58,2,196,2,40,99.1
2,Smart Fitness Watch,Electronics,30.0,69.99,72.69,76.69,3,119,4,67,81.42
3,Ergonomic Office Chair,Furniture,75.0,179.99,172.89,166.64,1,123,4,47,173.87
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,58.8,60.11,3,192,4,77,64.44
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.44,23.94,3,152,1,51,26.62
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.66,20.67,2,180,4,56,21.48
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,43.72,37.97,3,42,1,49,42.6
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.4,36.96,1,110,4,36,35.59
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.07,31.7,1,21,4,36,32.72
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,50.77,62.26,1,94,3,32,54.32
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,94.13,99.48,2,127,4,52,105.77
2,Smart Fitness Watch,Electronics,30.0,69.99,74.33,61.91,3,180,1,52,72.36
3,Ergonomic Office Chair,Furniture,75.0,179.99,167.91,206.12,1,59,2,31,178.73
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,63.56,62.33,1,183,4,36,56.81
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.18,27.86,2,124,4,49,27.71
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.1,21.21,3,162,1,56,22.32
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,40.29,38.38,1,44,3,24,37.72
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.68,33.82,2,44,3,35,34.52
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.1,29.61,1,187,3,32,26.56
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,52.94,50.68,1,110,2,29,50.09
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,98.35,89.13,2,62,4,47,101.38
2,Smart Fitness Watch,Electronics,30.0,69.99,72.02,80.49,2,140,3,31,74.19
3,Ergonomic Office Chair,Furniture,75.0,179.99,167.04,169.98,2,28,3,46,184.79
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,56.33,57.9,2,182,4,52,58.94
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.54,24.93,2,128,4,53,26.46
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.17,18.31,1,72,3,29,17.9
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.65,42.9,3,155,1,50,44.33
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.43,35.43,3,209,4,60,37.75
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.93,26.41,3,207,2,50,28.79
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,53.32,60.22,2,45,2,60,57.08
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,94.19,107.12,2,235,4,55,102.47
2,Smart Fitness Watch,Electronics,30.0,69.99,65.88,63.84,1,104,3,30,63.74
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.05,205.85,2,161,3,46,190.33
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,64.79,65.66,1,207,4,30,59.35
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,27.45,27.74,1,236,2,27,23.38
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.04,21.05,2,162,3,41,20.41
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.01,38.49,1,218,1,20,35.09
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.63,34.51,2,163,1,38,34.8
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.2,33.11,1,132,3,28,29.24
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,60.14,60.35,2,97,3,28,57.13
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,96.75,102.33,2,139,3,44,100.93
2,Smart Fitness Watch,Electronics,30.0,69.99,63.63,72.64,3,19,1,56,81.8
3,Ergonomic Office Chair,Furniture,75.0,179.99,167.68,177.64,3,124,2,76,195.9
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.61,66.73,3,38,3,55,69.94
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.35,28.02,1,116,3,26,24.56
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.36,17.56,1,34,2,27,18.85
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,40.15,39.33,1,102,1,30,36.76
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.99,33.76,2,41,1,42,34.5
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.87,33.42,1,213,2,28,27.2
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,55.69,56.81,1,104,2,25,52.66
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,93.02,97.34,2,235,2,49,92.99
2,Smart Fitness Watch,Electronics,30.0,69.99,73.52,71.87,2,124,3,36,70.74
3,Ergonomic Office Chair,Furniture,75.0,179.99,190.47,166.37,2,78,3,36,174.54
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,64.16,62.84,2,147,2,34,61.13
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.23,23.46,1,244,2,26,21.54
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.37,20.16,3,107,3,51,21.19
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.88,40.81,2,189,2,40,37.9
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,36.88,29.92,1,82,2,18,30.38
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.35,32.59,2,175,4,52,32.89
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,56.54,55.61,1,36,3,27,53.54
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,108.41,114.22,1,98,4,25,105.97
2,Smart Fitness Watch,Electronics,30.0,69.99,71.99,66.0,2,231,2,38,64.29
3,Ergonomic Office Chair,Furniture,75.0,179.99,164.08,157.65,2,131,1,40,171.05
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,62.88,53.14,2,194,1,41,53.81
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.31,28.39,2,215,3,42,24.77
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.11,18.6,3,212,1,51,19.49
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,39.42,40.28,2,162,1,33,40.11
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,31.88,38.76,1,55,3,30,34.71
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,32.35,31.56,1,204,1,31,26.76
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.68,53.06,1,234,1,28,48.01
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,108.27,107.21,2,97,2,34,102.88
2,Smart Fitness Watch,Electronics,30.0,69.99,66.79,61.13,2,143,1,43,66.45
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.45,196.42,3,117,1,63,203.11
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.72,52.55,2,109,2,40,57.01
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.95,27.12,2,77,4,45,27.39
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.98,21.64,2,154,2,46,20.65
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.2,45.18,1,153,3,25,38.72
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.84,37.71,2,203,3,35,33.91
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.61,30.26,1,140,1,31,28.03
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,49.97,50.56,3,120,3,59,57.1
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,104.95,102.41,2,178,4,51,107.02
2,Smart Fitness Watch,Electronics,30.0,69.99,69.08,79.74,1,81,3,29,70.72
3,Ergonomic Office Chair,Furniture,75.0,179.99,176.14,197.91,2,130,3,40,187.16
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,55.62,64.85,1,42,2,43,58.09
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,24.06,22.15,2,212,2,41,22.42
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,21.4,17.53,3,92,1,50,20.16
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.84,35.77,2,106,4,39,40.6
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.31,40.14,1,118,4,36,37.0
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,30.29,26.34,1,218,2,31,25.51
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,51.94,50.01,2,190,1,41,49.82
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,101.64,92.76,3,20,1,53,111.18
2,Smart Fitness Watch,Electronics,30.0,69.99,64.28,77.28,3,46,1,64,79.99
3,Ergonomic Office Chair,Furniture,75.0,179.99,163.81,202.89,2,200,4,52,188.47
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,59.11,57.36,3,85,3,54,63.2
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.23,25.85,2,180,3,33,25.33
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.91,17.52,2,122,2,44,19.0
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.13,43.56,1,220,1,32,36.38
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,35.3,34.83,3,143,3,52,37.35
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.07,28.36,1,244,3,40,25.96
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,57.92,63.23,3,40,2,62,63.11
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,95.32,109.48,3,29,2,55,116.54
2,Smart Fitness Watch,Electronics,30.0,69.99,76.08,80.31,1,75,3,18,70.58
3,Ergonomic Office Chair,Furniture,75.0,179.99,187.1,202.34,1,194,3,30,167.39
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,56.25,68.77,3,141,3,56,67.23
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,22.68,21.66,2,20,4,65,26.33
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.8,17.77,2,250,3,41,17.96
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,36.47,35.76,2,51,1,47,38.3
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,38.21,33.66,3,116,1,40,36.76
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,28.93,34.27,2,126,4,50,33.6
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,60.15,58.18,3,216,3,45,56.12
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,101.77,90.25,2,191,3,41,90.33
2,Smart Fitness Watch,Electronics,30.0,69.99,76.27,79.41,2,212,1,38,69.33
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.55,170.17,3,171,2,65,189.23
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.96,52.39,2,96,2,44,56.95
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,25.67,28.46,3,186,3,48,26.34
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.26,18.53,1,15,1,30,19.06
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,41.85,45.62,3,141,4,63,48.87
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,37.01,35.81,3,72,2,60,37.88
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,31.78,25.79,1,81,1,26,26.47
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,57.54,55.77,3,38,3,51,62.7
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,102.26,99.47,1,182,2,26,86.49
2,Smart Fitness Watch,Electronics,30.0,69.99,67.63,79.95,2,156,3,37,73.97
3,Ergonomic Office Chair,Furniture,75.0,179.99,185.77,169.05,1,115,4,35,174.44
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,57.53,62.91,2,66,1,43,61.16
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,22.62,22.52,2,35,4,58,26.71
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,19.58,19.92,2,38,4,48,22.22
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,37.47,44.61,2,129,1,40,41.84
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,33.07,32.56,1,207,1,33,29.53
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.05,30.36,3,165,2,56,32.88
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,54.1,55.58,3,136,2,60,59.3
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,91.57,112.07,2,143,2,54,104.82
2,Smart Fitness Watch,Electronics,30.0,69.99,65.41,80.16,3,221,2,71,73.53
3,Ergonomic Office Chair,Furniture,75.0,179.99,177.23,206.36,2,225,2,46,179.11
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,64.92,67.44,1,114,4,28,62.88
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,26.77,25.14,3,18,4,65,30.06
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,20.32,22.78,1,42,1,27,20.08
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.93,44.55,3,82,4,60,47.59
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,32.7,33.97,2,189,4,50,34.46
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,27.22,33.49,2,75,1,42,31.39
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,59.36,47.08,3,92,3,39,55.14
1,Wireless Noise-Canceling Headphones,Electronics,45.0,99.99,99.82,105.87,1,237,2,38,90.21
2,Smart Fitness Watch,Electronics,30.0,69.99,74.55,65.15,2,180,1,43,68.05
3,Ergonomic Office Chair,Furniture,75.0,179.99,168.76,164.41,3,204,4,76,188.9
4,RGB Mechanical Gaming Keyboard,Electronics,28.0,59.99,60.17,53.85,2,144,4,41,60.99
5,Stainless Steel Thermal Water Bottle,Home & Kitchen,8.0,24.99,23.17,27.62,3,22,2,70,29.86
6,Organic Cotton Running T-Shirt,Apparel,6.5,19.99,18.99,19.73,3,195,2,72,19.88
7,Compact Cold Brew Coffee Maker,Home & Kitchen,15.0,39.99,42.58,40.05,2,46,1,35,40.01
8,Ultra-Slim 7-in-1 USB-C Hub,Accessories,12.0,34.99,34.61,39.82,2,156,3,43,36.92
9,Adjustable Aluminum Laptop Stand,Accessories,11.0,29.99,29.06,33.03,2,227,1,38,29.33
10,Water-Resistant Outdoor Backpack,Travel,22.0,54.99,51.28,56.18,3,234,2,71,56.43
